SN	Date	HerdID	form_ID	species	AnimalID	Earing	Breed 	Age	Sex	Lactating	Healthy	Sick	Recovered	SampleID 	Sector 	Cell	Village	RBT_sample 	RBTDate	ELISA_sample	ELISADate 	RBT_ELISA
1	28/03/2023	A	RWE001A	goat	G001	Cyasha cy'impuga	Local	Adult	Female	Yes				RPA001	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
2		A	RWE001A	goat	G002	Buregeya	Local	Adult	Female	Yes				RPA002	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
3		A	RWE001A	goat	G003	Mukara	Local	Adult	Female	Yes				RPA003	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
4		A	RWE001A	goat	G004	Mpuga	Local	Adult	Female	Yes				RPA004	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
5		A	RWE001A	goat	G005	no name	Local	Adult	Female	No				RPA005	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
6		A	RWE001A	goat	G006	Kajisho	Local	Adult	Female	No				RPA006	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
7		A	RWE001A	goat	G007	Rucocero	Local	Adult	Female	No				RPA007	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
8		A	RWE001A	goat	G008	Nkungu	Local	Adult	Female	Yes				RPA008	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
9		A	RWE001A	goat	G009	Bugondo	Local	Adult	Female	Yes				RPA009	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
10		A	RWE001A	goat	G010	Ruhaya	Local	Adult	Male	No				RPA010	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
11		A	RWE001A	goat	G011	Gisa	Local	Adult	Female	Yes				RPA011	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
12		A	RWE001A	goat	G012	Cyoya	Local	Adult	Female	No				RPA012	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
13		A	RWE001A	goat	G013	Biyenji	Local	Adult	Female	Yes				RPA013	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
14		A	RWE001A	goat	G014	Rusa	Local	Adult	Male	No				RPA014	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
15		A	RWE001A	goat	G015	Rubere	Local	Adult	Female	Yes				RPA015	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
16		A	RWE001A	goat	G016	Kibibi	Local	Young	Male	No				RPA016	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
17		A	RWE001A	goat	G017	Gakungu k'icyasha	Local	Young	Male	No				RPA017	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
18		A	RWE001A	goat	G018	Gacecero	Local	Young	Female	No				RPA018	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
19		A	RWE001A	goat	G019	Ruvuro	Local	Young	Male	No				RPA019	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
20		A	RWE001A	goat	G020	Kozi	Local	Young	Female	No				RPA020	Rwempasha	Rugarama 	Rugarama	Negative		Negative	11/14/23	Negative 
21		A	RWE001A	cattle	C001	zero970754	Cross	Adult	Female	No	Yes			RPA021	Rwempasha	Rugarama 	Rugarama	Positive		Positive	6/11/23	Positive
22		A	RWE001A	cattle	C002	zero970752	Cross	Young	Female	No	Yes			RPA022	Rwempasha	Rugarama 	Rugarama	Positive		Negative	6/11/23	
23		A	RWE001A	cattle	C003	zero970729	Cross	Adult	Female	Yes	Yes			RPA023	Rwempasha	Rugarama 	Rugarama	Positive		Positive	6/11/23	Positive
24		A	RWE001A	cattle	C004	mukobwa wa buhuga	Cross	Adult	Female	No	Yes			RPA024	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
25		A	RWE001A	cattle	C005	zero970734	Cross	Adult	Male	No	Yes			RPA025	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
26		A	RWE001A	cattle	C006	zero970731	Cross	Adult	Female	No	Yes			RPA026	Rwempasha	Rugarama 	Rugarama	Negative		Positive	6/11/23	
27		A	RWE001A	cattle	C007	zero970750	Cross	Adult	Female	Yes	Yes			RPA027	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
28		A	RWE001A	cattle	C008	zero224077	Cross	Adult	Female	No	Yes			RPA028	Rwempasha	Rugarama 	Rugarama	Positive		Positive	6/11/23	Positive
29		A	RWE001A	cattle	C009	zero970709	Cross	Adult	Female	No	Yes			RPA029	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
30		A	RWE001A	cattle	C010	zero224052	Cross	Adult	Female	No	Yes			RPA030	Rwempasha	Rugarama 	Rugarama	Positive		Negative	6/11/23	
31		A	RWE001A	cattle	C011	zero970751	Cross	Adult	Female	Yes	Yes			RPA031	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
32		A	RWE001A	cattle	C012	zero970748	Cross	Young	Female	No	Yes			RPA032	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
33		A	RWE001A	cattle	C013	zero970720	Cross	Young	Male	No	Yes			RPA033	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
34		A	RWE001A	cattle	C014	zero970736	Cross	Adult	Female	Yes	Yes			RPA034	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
35		A	RWE001A	cattle	C015	zero970723	Cross	Young	Female	No	Yes			RPA035	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
36		A	RWE001A	cattle	C016	zero970758	Cross	Adult	Female	Yes	Yes			RPA036	Rwempasha	Rugarama 	Rugarama	Negative		Positive	6/11/23	
37		A	RWE001A	cattle	C017	zero970745	Cross	Adult	Female	Aborted	Yes			RPA037	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
38		A	RWE001A	cattle	C018	zero970739	Cross	Adult	Female	Yes	Yes			RPA038	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
39		A	RWE001A	cattle	C019	zero970730	Cross	Adult	Female	Yes	Yes			RPA039	Rwempasha	Rugarama 	Rugarama	Positive		Negative	6/11/23	
40		A	RWE001A	cattle	C020	zero970737	Cross	Adult	Female	No	Yes			RPA040	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
41		A	RWE001A	cattle	C021	zero970756	Cross	Adult	Female	No	Yes			RPA041	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
42		A	RWE001A	cattle	C022	zero970738	Cross	Adult	Female	Yes	Yes			RPA042	Rwempasha	Rugarama 	Rugarama	Positive		Positive	6/11/23	Positive
43		A	RWE001A	cattle	C023	zero970715	Cross	Young	Female	No	Yes			RPA043	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
44		A	RWE001A	cattle	C024	zero970755	Cross	Adult	Female	No	Yes			RPA044	Rwempasha	Rugarama 	Rugarama	Positive		Negative	6/11/23	
45		A	RWE001A	cattle	C025	zero970716	Cross	Young	Female	No	Yes			RPA045	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
46		A	RWE001A	cattle	C026	zero970713	Cross	Young	Female	No	Yes			RPA046	Rwempasha	Rugarama 	Rugarama	Positive		Negative	6/11/23	
47		A	RWE001A	cattle	C027	Akamasa ka buhuga	Cross	Young	Male	No	Yes			RPA047	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
48		A	RWE001A	cattle	C028	Akanyana ka stama	Cross	Young	Female	No	Yes			RPA048	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
49		A	RWE001A	cattle	C029	Akanyana ka	Cross	Young	Female	No	Yes			RPA049	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
50		A	RWE001A	cattle	C030	Akanyana ka bugondo	Cross	Young	Female	No	Yes			RPA050	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
51		A	RWE001A	cattle	C031	zero970746	Cross	Adult	Female	No	Yes			RPA051	Rwempasha	Rugarama 	Rugarama	Positive		Negative	6/11/23	
52		A	RWE001A	cattle	C032	Rugabo	Exotic	Adult	Male	No	Yes			RPA052	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
53		A	RWE001A	cattle	C033	zero970725	Exotic	Adult	Female	No	Yes			RPA053	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
54		A	RWE001A	cattle	C034	zero451504	Exotic	Adult	Female	No	Yes			RPA054	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
55		A	RWE001A	cattle	C035	zero818462	Exotic	Adult	Female	No	Yes			RPA055	Rwempasha	Rugarama 	Rugarama	Negative		Negative	6/11/23	Negative 
56	29/03/2023	B	RWE002B	cattle	C036	Nkuga	Exotic	Adult	Female	Yes	No	Blind		RWEC056	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
57		B	RWE002B	cattle	C037	1195343	Exotic	Adult	Female	Yes	No	Blind		RWEC057	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
58		B	RWE002B	cattle	C038	927643	Exotic	Adult	Female	Yes	Yes			RWEC058	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
59		B	RWE002B	cattle	C039	1185341	Exotic	Adult	Female	Yes	No	Blind 1 eye		RWEC059	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
60		B	RWE002B	cattle	C040	Mfunda	Exotic	Adult	Female	Yes	Yes			RWEC060	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
61		B	RWE002B	cattle	C041	1185351	Exotic	Adult	Female	Yes	No			RWEC061	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
62		B	RWE002B	cattle	C042	1185352	Exotic	Adult	Female	Yes	No			RWEC062	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
63		B	RWE002B	cattle	C043	1185344	Exotic	Adult	Female	Yes	Yes			RWEC063	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
64		B	RWE002B	cattle	C044	1185354	Exotic	Adult	Female	Yes	Yes			RWEC064	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
65		B	RWE002B	cattle	C045	1185345	Exotic	Adult	Female	Yes	Yes			RWEC065	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
66		B	RWE002B	cattle	C046	818626	Exotic	Adult	Female	Yes	No	Blind 1 eye		RWEC066	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
67		B	RWE002B	cattle	C047	1185347	Cross	Adult	Female	No	Yes			RWEC067	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
68		B	RWE002B	cattle	C048	1185356	Exotic	Adult	Female	No	Yes			RWEC068	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
69		B	RWE002B	cattle	C049	1185346	Cross	Adult	Female	Yes	Yes			RWEC069	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
70		B	RWE002B	cattle	C050	1185350	Exotic	Adult	Female	Yes	Yes			RWEC070	Rwempasha	Rutare	Rutare	Positive		Negative	6/11/23	
71		B	RWE002B	cattle	C051	Nkanfundo	Exotic	Adult	Female	No	Yes			RWEC071	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
72		B	RWE002B	cattle	C052	1185331	Exotic	Adult	Female	No	Yes			RWEC072	Rwempasha	Rutare	Rutare	Positive		Negative	6/11/23	
73		B	RWE002B	cattle	C053	Kantarimara	Exotic	Adult	Female	No	Yes			RWEC073	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
74		B	RWE002B	cattle	C054	Ka Janet	Exotic	Adult	Female	No	Yes			RWEC074	Rwempasha	Rutare	Rutare	Negative		Negative	6/11/23	Negative 
75		C	RWE003C	cattle	C055	1117342	Exotic	Adult	Female	Yes	emaciated			RWEC075	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
76		C	RWE003C	cattle	C056	1107603	Cross	Adult	Female	Yes	Yes			RWEC076	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
77		C	RWE003C	cattle	C057	Shamayitu	Cross	Adult	Female	Yes	Yes			RWEC077	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
78		C	RWE003C	cattle	C058	Ngabo	Cross	Adult	Female	Yes	Yes			RWEC078	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
79		C	RWE003C	cattle	C059	Mayenji	Cross	Adult	Female	Yes	Yes			RWEC079	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
80		C	RWE003C	cattle	C060	1117316	Exotic	Adult	Female	Yes	Aborted			RWEC080	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
81		C	RWE003C	cattle	C061	1117345	Cross	Adult	Female	Yes	Aborted			RWEC081	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
82		C	RWE003C	cattle	C062	1117339	Cross	Adult	Female	Yes	Yes			RWEC082	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
83		C	RWE003C	cattle	C063	1117352	Cross	Adult	Female	Yes	Yes			RWEC083	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
84		C	RWE003C	cattle	C064	Nshama	Exotic	Adult	Female	Yes	Yes			RWEC084	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
85		C	RWE003C	cattle	C065	1117338	Cross	Adult	Female	Yes	Yes			RWEC085	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
86		C	RWE003C	cattle	C066	1117351	Cross	Adult	Female	Yes	Yes			RWEC086	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
87		C	RWE003C	cattle	C067	1117348	Cross	Adult	Female	Yes	Yes			RWEC087	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
88		C	RWE003C	cattle	C068	Mpuga	Exotic	Adult	Female	Yes	Yes			RWEC088	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
89		C	RWE003C	cattle	C069	Ngabo	Cross	Adult	Female	Yes	Yes			RWEC089	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
90		C	RWE003C	cattle	C070	1117349	Cross	Adult	Female	Yes	Yes			RWEC090	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
91		C	RWE003C	cattle	C071	1117347	Cross	Adult	Female	Yes	Aborted			RWEC091	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
92		C	RWE003C	cattle	C072	1117319	Cross	Adult	Female	Yes	Yes			RWEC092	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
93		C	RWE003C	cattle	C073	1116362	Cross	Adult	Female	Yes	Yes			RWEC093	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
94		C	RWE003C	cattle	C074	1117331	Cross	Adult	Female	Yes	Yes			RWEC094	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
95		C	RWE003C	sheep	S001	Ntama	Local	Adult	Female	No	Yes			RWES095	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
96		C	RWE003C	goat	G021	Mushene	Local	Young	Female	No	Yes			RWEG096	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
97		C	RWE003C	goat	G022	Mukara	Local	Adult	Female	Yes	No			RWEG097	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
98		C	RWE003C	goat	G023	Nkungu	Local	Adult	Female	Yes	Yes			RWEG098	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
99		C	RWE003C	goat	G024	Buregeya	Local	Young	Male	No	No			RWEG099	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
100		C	RWE003C	goat	G025	Musherinkungu	Local	Young	Male	No	Yes			RWEG100	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
101		C	RWE003C	goat	G026	Igaju	Local	Young	Female	No	Yes			RWEG101	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
102		C	RWE003C	goat	G027	Mwene	Local	Young	Female	No	Yes			RWEG102	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
103		C	RWE003C	goat	G028	Ruhaya	Local	Young	Female	No	Yes			RWEG103	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
104		C	RWE003C	goat	G029	Mutamu	Local	Young	Female	No	Yes			RWEG104	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
105	30/03/2023	D	RWE004D	goat	G030	Mayenji	Local	Adult	Female	Yes	No			RWEG105	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
106		D	RWE004D	goat	G031	Mukara	Local	Adult	Female	Yes	No			RWEG106	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
107		D	RWE004D	goat	G032	384363	Local	Adult	Female	No	No			RWEG107	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
108		D	RWE004D	goat	G033	Bihogo	Local	Adult	Female	No	No			RWEG108	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
109		D	RWE004D	goat	G034	Gaju	Local	Adult	Female	Yes	No			RWEG109	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
110		D	RWE004D	goat	G035	Gitabwa	Local	Adult	Female	Yes	No			RWEG110	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
111		D	RWE004D	goat	G036	Kibamba	Local	Adult	Female	Yes	Yes			RWEG111	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
112		D	RWE004D	goat	G037	Cyoya	Local	Adult	Female	No	Yes			RWEG112	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
113		D	RWE004D	goat	G038	Rutamu	Local	Adult	Female	No	Yes			RWEG113	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
114		D	RWE004D	goat	G039	Ruhaya	Local	Adult	Male	No	No	Has Orf		RWEG114	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
115		D	RWE004D	cattle	C075	1015245	Cross	Adult	Male	No	No			RWEC115	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
116		D	RWE004D	cattle	C076	1630110	Cross	Adult	Female	No	No			RWEC116	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
117		D	RWE004D	cattle	C077	1630085	Cross	Adult	Female	No	No			RWEC117	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
118		D	RWE004D	cattle	C078	1630141	Local	Adult	Female	Yes	No			RWEC118	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
119		D	RWE004D	cattle	C079	Gateteyi	Cross	Adult	Female	Yes	No			RWEC119	Rwempasha	Gasinga 	Rwabushorogoto	Positive		Positive	6/11/23	Positive
120		D	RWE004D	cattle	C080	1630146	Cross	Adult	Female	Yes	No			RWEC120	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
121		D	RWE004D	cattle	C081	1630148	Cross	Adult	Female	Yes	No			RWEC121	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
122		D	RWE004D	cattle	C082	Mayenji	Cross	Adult	Female	Yes	No			RWEC122	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
123		D	RWE004D	cattle	C083	1630123	Local	Adult	Female	No	No			RWEC123	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
124		D	RWE004D	cattle	C084	1630147	Cross	Adult	Female	Yes	No			RWEC124	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
125		D	RWE004D	cattle	C085	1630140	Local	Adult	Female	Yes	No			RWEC125	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
126		D	RWE004D	cattle	C086	1630157	Cross	Adult	Female	Yes	No			RWEC126	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
127		D	RWE004D	cattle	C087	1630010	Cross	Adult	Female	Yes	No			RWEC127	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Positive	6/11/23	
128		D	RWE004D	cattle	C088	1630128	Cross	Adult	Female	Yes	No			RWEC128	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
129		D	RWE004D	cattle	C089	1630011	Cross	Adult	Female	Yes	No			RWEC129	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
130		D	RWE004D	cattle	C090	1630148	Cross	Adult	Female	Yes	No			RWEC130	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
131		D	RWE004D	cattle	C091	1630120	Cross	Adult	Female	Yes	No			RWEC131	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
132		D	RWE004D	cattle	C092	1630013	Cross	Adult	Female	Yes	No			RWEC132	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
133		D	RWE004D	cattle	C093	1630119	Cross	Adult	Female	Yes	No			RWEC133	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
134		D	RWE004D	cattle	C094	1630129	Cross	Adult	Female	Yes	No			RWEC134	Rwempasha	Gasinga 	Rwabushorogoto	Negative		Negative	6/11/23	Negative 
135	30/03/2023	E	RWE005E	cattle	C095	1513794	Cross	Adult	Female	Yes	No	Aborted		RWEC135	Rwempasha			Negative		Negative	6/11/23	Negative 
136		E	RWE005E	cattle	C096	1513833	Cross	Adult	Female	No	No	Conceiption failure		RWEC136	Rwempasha			Negative		Negative	6/11/23	Negative 
137		E	RWE005E	cattle	C097	1513829	Cross	Adult	Female	No	Yes	No		RWEC137	Rwempasha			Negative		Negative	6/11/23	Negative 
138		E	RWE005E	cattle	C098	1523801	Cross	Adult	Female	Yes	Yes	No		RWEC138	Rwempasha			Negative		Positive	6/11/23	
139		E	RWE005E	cattle	C099	1513855	Cross	Adult	Female	No	No	Aborted		RWEC139	Rwempasha			Negative		Negative	6/11/23	Negative 
140		E	RWE005E	cattle	C100	1513841	Cross	Adult	Female	No	No	Aborted		RWEC140	Rwempasha			Negative		Negative	6/11/23	Negative 
141		E	RWE005E	cattle	C101	1513759	Cross	Adult	Female	No	No	Aborted		RWEC141	Rwempasha			Negative		Negative	6/11/23	Negative 
142		E	RWE005E	cattle	C102	1513826	Cross	Adult	Female	No	No	Aborted		RWEC142	Rwempasha			Negative		Negative	6/11/23	Negative 
143		E	RWE005E	cattle	C103	1513793	Exotic	Adult	Female	Yes	No	Aborted		RWEC143	Rwempasha			Negative		Negative	6/11/23	Negative 
144		E	RWE005E	cattle	C104	1513814	Cross	Adult	Female	No	Yes	No		RWEC144	Rwempasha			Negative		Negative	6/11/23	Negative 
145		E	RWE005E	cattle	C105	1513770	Cross	Adult	Female	No	No	Aborted		RWEC145	Rwempasha			Negative		Negative	6/11/23	Negative 
146		E	RWE005E	cattle	C106	1513814	Cross	Adult	Female	No	No	Aborted		RWEC146	Rwempasha			Negative		Negative	6/11/23	Negative 
147		E	RWE005E	cattle	C107	1513786	Cross	Adult	Female	No	No	Aborted		RWEC147	Rwempasha			Negative		Negative	6/11/23	Negative 
148		E	RWE005E	cattle	C108	1513832	Cross	Adult	Female	No	No	Aborted		RWEC148	Rwempasha			Negative		Negative	6/11/23	Negative 
149		E	RWE005E	cattle	C109	1513782	Cross	Adult	Female	No	No	Abortion + conceiption failure		RWEC149	Rwempasha			Negative		Negative	6/11/23	Negative 
150		E	RWE005E	cattle	C110	1513803	Cross	Adult	Female	No	No	Abortion 		RWEC150	Rwempasha			Negative		Positive	6/11/23	
151		E	RWE005E	cattle	C111	1513813	Cross	Adult	Female	No	No	Abortion		RWEC151	Rwempasha			Negative		Negative	6/11/23	Negative 
152		E	RWE005E	cattle	C112	1513787	Cross	Adult	Female	No	No	Abortion + conceiption failure		RWEC152	Rwempasha			Negative		Negative	6/11/23	Negative 
153		E	RWE005E	cattle	C113	1513974	Cross	Adult	Male	No	Yes	No		RWEC153	Rwempasha			Negative		Negative	6/11/23	Negative 
154		E	RWE005E	cattle	C114	1513783	Cross	Young	Male	No	Yes	No		RWEC154	Rwempasha			Negative		Negative	6/11/23	Negative 
155		E	RWE005E	goat	G40	Mushene	Local	Adult	Female	No	No	Aborted		RWEG155	Rwempasha			Negative		Negative	6/11/23	Negative 
156		E	RWE005E	goat	G41	Rubaya	Local	Adult	Female	No	Yes	No		RWEG156	Rwempasha			Negative		Negative	6/11/23	Negative 
157		E	RWE005E	goat	G42	Cyanwa	Local	Adult	Female	No	Yes	No		RWEG157	Rwempasha			Negative		Negative	6/11/23	Negative 
158		E	RWE005E	goat	G43	Mukara	Local	Adult	Female	No	Yes	No		RWEG158	Rwempasha			Negative		Negative	6/11/23	Negative 
159		E	RWE005E	goat	G44	Gatobo	Local	Adult	Female	No	Yes	No		RWEG159	Rwempasha			Positive		Negative	6/11/23	
160		E	RWE005E	goat	G45	Kaserume	Local	Young	Female	No	Yes	No		RWEG160	Rwempasha			Negative		Negative	6/11/23	Negative 
161		E	RWE005E	goat	G46	Kabaya	Local	Young	Female	No	Yes	No		RWEG161	Rwempasha			Negative		Negative	6/11/23	Negative 
162	31/03/2023	F	RWE006F	cattle	C115	1646348	Cross	Adult	Female	Yes	Yes	No		RWEC162	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
163		F	RWE006F	cattle	C116	1646346	Cross	Adult	Female	Yes	Yes	No		RWEC163	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
164		F	RWE006F	cattle	C117	1646315	Cross	Adult	Female	Yes	Yes	No		RWEC164	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
165		F	RWE006F	cattle	C118	1646341	Cross	Adult	Female	Yes	Yes	No		RWEC165	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
166		F	RWE006F	cattle	C119	1646344	Cross	Adult	Female	Yes	Yes	No		RWEC166	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
167		F	RWE006F	cattle	C120	1646309	Cross	Adult	Female	Yes	Yes	No		RWEC167	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
